6rIMyvAZUW4sT3ffqYOg0w,-2696.9177239123287,4108.489988861912,209.0,manhattan,[2],[211]
RUwf0764RCyKTjhdS_n0UQ,-2691.8511223266305,4099.363630543013,210.0,manhattan,[0],[210]
SPuFd-RJN2dMjTJO9iq5AA,-2702.153033264232,4117.393643223795,211.0,manhattan,[4],[213]
tXgCAaFTdZy0fviGV13FHw,-2685.9406540701752,4090.2375745455092,214.0,manhattan,[1],[213]
nPn-6P4ec_EEyRspeLmiCg,-2708.148053408485,4126.853613971702,213.0,manhattan,[6],[214]
lj23n4e0KAkaHdl5InXV6A,-2680.452380892606,4081.7792782619103,213.0,manhattan,[3],[214]
7bIUHHFlN0bq69vDAdxhNg,-2713.8896790349736,4135.6457555955185,213.0,manhattan,[8],[213]
Ix1UZEOGUY8JODe_3muikw,-2674.964039895198,4073.098338937635,213.0,manhattan,[5],[213]
OASjmep3lthu2ZMxdy1Yyw,-2719.5470114103236,4144.660562722143,212.0,manhattan,[11],[211]
1wAa3lXFOgrhjyPy4yQ3fg,-2672.0089050412776,4068.7579437915488,213.0,manhattan,[7],[214]
Gm9lnWaJ_87TpE8AMtKGzw,-2679.350833371385,4069.3118915632404,269.0,manhattan,[13],[296]
X3vmx5W_KfEY4DL8zmeR1g,-2725.1200916470734,4154.009355038247,210.0,manhattan,[14],[208]
edsMfgaIoHJeLxDXmxcIWg,-2666.351808418849,4060.077058926309,213.0,manhattan,[9],[214]
YrOgh6IMfl8VU5ssqwwAJQ,-2689.1380673996377,4064.5216091127477,300.0,manhattan,[16],[298]
gaayQwcw06R2oo9DEh8QCA,-2730.187017429413,4163.803607620069,205.0,manhattan,[17],[204]
aw5Je9pZfXrKmigS52bttw,-2660.779152459009,4051.5074589587375,213.0,manhattan,[12],[214]
qBw9pc9LdHIC1pbpVqfcgw,-2698.6720450488137,4059.5087669072855,295.0,manhattan,[19],[295]
vJEZHLgYlsOvL6j2-ODIVQ,-2735.59257996825,4176.492039033075,203.0,manhattan,[20],[206]
A8wna1oSi02BKUrAG9ElJQ,-2657.9928492652534,4047.278317151739,213.0,manhattan,"[21, 15]","[196, 214]"
qQHAha26rafzcxIeDTllBA,-2708.7125382131585,4055.052324925885,295.0,manhattan,[23],[294]
vTn_BTRyyHC2Oqs5QraWMQ,-2737.450574243638,4180.387536043818,205.0,manhattan,[24],[205]
_Yjzn5DFZAiklBn0cvkalA,-2658.6689466828243,4050.0610624135825,208.0,manhattan,[25],[205]
tWTppCD-KBZdEYvcA56qHw,-2650.05613388689,4035.258651608222,213.0,manhattan,[18],[214]
1aANmmnD_oS7IdFP7t45Ng,-2718.162388705491,4050.8187249287816,295.0,manhattan,[27],[294]
qoNiciXUaEK7vW-2v4YUrg,-2740.8288067673066,4187.622056000377,205.0,manhattan,[28],[206]
_xQZouUhbkR4-yLc0Kce1g,-2663.0604532760926,4059.4103248914407,201.0,manhattan,[29],[199]
ZIThbO8vCp0RUGL7B3n63w,-2647.100869691031,4030.4729685765046,212.0,manhattan,[22],[213]
T77gY2Cd-oheZxl7JP66ew,-2727.7810442087607,4046.696370278975,294.0,manhattan,[31],[295]
oAbI3pdRek7VYsxEWS01vw,-2743.700258095832,4193.632247391189,205.0,manhattan,[32],[218]
3XLbusXouWwfFO_bLnYcCA,-2666.5241069698645,4069.8731136364713,199.0,manhattan,[33],[201]
MMtyGV8lZQnN3lPgErH-pQ,-2641.2748588410277,4021.2355273987296,212.0,manhattan,[26],[213]
pMy9edPv6T4Uzv6ncwOK0w,-2732.6746937959156,4044.46817792588,297.0,manhattan,[35],[298]
Rv_-gQp8X2BNNivikQCx6g,-2750.7924110852828,4202.980458149773,234.0,manhattan,[36],[194]
q3yoIwZct1t6_8Vrpcr_5A,-2670.2408135372643,4080.0018511099793,202.0,manhattan,[37],[202]
1f2UpG2qeODrCQr6hB86yA,-2635.7020631436076,4012.1093111419527,211.0,manhattan,[30],[212]
XImZNgcRB4s32sTeUtJR8Q,-2737.652604488689,4041.9059927009603,297.0,manhattan,[39],[294]
a4wIszxUpEpwemhOVfAjag,-2755.948096956509,4224.351889175172,346.0,manhattan,"[32, 41]","[13, 340]"
5KVX73n_xgtvjH8f1j7_YQ,-2672.1834581727835,4084.787890000162,202.0,manhattan,[42],[201]
TPh_AP2Q4Y_9o8kVcYg9iA,-2630.2136285804754,4002.871741271983,211.0,manhattan,[34],[211]
jy-BJQ5DNccewQOOLIh43Q,-2747.018034409442,4037.6723870693822,294.0,manhattan,[44],[309]
f1bv-FIHneD9s1QToI_cRg,-2754.60059561504,4231.699477527223,3.0,manhattan,"[45, 36]","[318, 350]"
X240AkLL-Vb3HQxKUKGOQQ,-2758.477253695748,4217.5604585686215,336.0,manhattan,[47],[317]
5v_74U2KfrMq15B9UJC-IA,-2675.7312031117767,4094.3600880928834,199.0,manhattan,[48],[197]
5pAqVb35G4KJNTgtjX4rHw,-2624.640781464201,3993.5228777279613,212.0,manhattan,[38],[211]
0oN3H8-CiK1xNXT_E8oFDQ,-2753.935768023709,4032.2151646449283,322.0,manhattan,[50],[290]
q3dP4TVcv4QMyfMZgkdJ1A,-2761.7708024589483,4223.904444451297,145.0,manhattan,[40],[137]
8DkxQyhGWoT0_OnDJ6c48Q,-2755.4482556782586,4241.829237850138,6.0,manhattan,[40],[4]
fO5XkSMhsv7PwBaoOY-MWw,-2769.78102006568,4205.75637631756,298.0,manhattan,[53],[292]
1zYbvLC1nwUQ8ncj6xBJOg,-2678.5195450153856,4104.155197912194,192.0,manhattan,[54],[188]
3Oqcp33c0zUouLOsC1Yjqg,-2618.5615101979342,3983.840230377538,213.0,manhattan,[43],[213]
aIuJVOe3gK-FPII_yobgig,-2760.601449081715,4029.763656360197,42.0,manhattan,"[57, 44]","[62, 109]"
22_e9WDif-59scecX28SIQ,-2770.544433400239,4216.220124930793,113.0,manhattan,[45],[131]
mpZ3uBV9-sXei-AYMVmfCA,-2756.9717397812,4253.851178454606,7.0,manhattan,[46],[7]
nw_DYU41YAnKaA1W3B9XCg,-2781.4250213562423,4201.187917266228,290.0,manhattan,[60],[291]
-j3Fd7ykUt9PiK24IXnSsQ,-2679.8733756368515,4114.173464376109,184.0,manhattan,[61],[183]
4Os5y5YjRriX3yfOfYAxyg,-2612.3134816157535,3974.15763752368,213.0,manhattan,[49],[213]
qF8LEFGzAKFAklUBX3pC8A,-2769.467472176538,4044.1205663007486,17.0,manhattan,[50],[31]
iqXW__UG_FchxAdlJiHB3Q,-2754.6088393166456,4026.760258655903,5.0,manhattan,[64],[45]
