0,6887,38290,2806,6493
1,13814,20739,9492,32245
2,19315,11646,8013,9220
3,39106,13700,13103,13994
3,9171,24879,21669,18209
3,9171,24879,34230,11265
4,21435,32073,28578,38171
5,29659,15791,33764,35259
6,7759,9857,3488,34323
7,33463,15137,40684,24228
8,11446,14684,13663,23360
9,12330,4566,13021,15486
10,32212,28945,11562,10281
11,27564,14166,38075,13824
12,11981,29796,26404,31260
13,8370,4113,23906,37989
14,5510,7429,32482,25091
14,5510,7429,32482,30355
15,27201,28363,17878,20205
16,39752,22460,9676,38230
17,1717,34963,35905,25948
18,13866,31006,20890,26487
19,30566,11829,30553,39876
20,17775,18857,29695,22091
21,27421,35172,36666,29223
22,11752,12086,31396,37679
23,18092,39195,40307,40656
24,14371,10694,23729,33812
25,7564,4826,13049,5063
26,20336,8590,19792,11038
27,29433,39062,20990,15831
28,18866,24699,16053,26615
29,11333,17485,37663,4904
30,16657,21396,13930,19771
31,19561,19684,36124,3441
32,18143,17609,31832,25196
33,27925,16276,20338,11174
35,39344,8882,12491,28597
36,1698,33569,33415,15736
37,35717,30344,3376,12797
37,35717,30344,3376,19328
38,9536,13181,32053,19884
39,21565,4008,30875,37636
40,6518,3203,30247,9006
41,16114,10999,39562,39603
42,26225,28848,22818,21323
43,25233,34360,22837,40006
44,34146,36592,40511,12394
45,11262,17672,1406,465
46,3456,28199,34072,21491
47,22500,24407,158,3317
48,31957,32329,14943,15443
49,33701,19287,29781,7100
50,27179,1583,26607,32709
50,27179,1583,26607,36503
51,17403,21978,23221,11320
52,36721,25303,22975,16355
53,8364,32342,35865,39383
54,20294,32156,39607,22034
56,27281,415,7770,37876
57,30465,20939,24039,10447
57,30465,20939,11209,30915
58,20652,38010,12845,15237
59,808,35383,33366,28334
60,30049,38753,22515,3876
61,38957,33456,32686,10063
61,38957,17017,20534,23933
62,10904,11210,36816,23514
63,34134,33273,20257,32531
63,34134,33273,1040,20928
64,24520,8591,33779,30118
65,2599,18168,31886,23890
66,2895,21333,38081,2454
67,5688,32741,21602,35270
68,12854,26796,575,36065
69,14911,34629,30713,4836
71,13661,10806,22362,2579
72,39289,32205,28053,34862
73,9964,21778,10909,22265
74,11713,29304,17391,26955
75,2339,13636,11973,20306
76,38083,39502,3385,35408
77,14323,173,37373,8181
78,32715,20038,13084,9981
78,32715,20038,5558,6574
79,1256,31879,36986,13921
80,29876,32516,8943,20195
81,18759,1956,2021,9589
82,38804,38874,6266,22046
83,39600,14488,28785,5529
84,40623,35251,1039,8228
85,12306,26161,17276,10333
86,24013,38862,31593,19937
86,24013,38862,8680,4070
87,38936,37398,37686,8596
88,25043,28143,10262,26702
89,1045,7369,30101,14465
90,37295,21314,34944,12239
91,33462,72,39289,32205
92,17889,31463,22059,13800
93,1140,36298,29929,26704
95,31754,14991,9915,6402
95,31754,14991,6129,33089
96,16074,9487,39528,16558
97,26307,8800,36859,26994
98,10065,14772,33444,29174
99,25594,7021,16631,24340
100,39072,7087,40530,127
101,2154,11407,3976,34313
102,36566,10477,1364,3381
103,10545,32030,16854,21173
104,5763,35493,16529,21010
105,217,30701,32959,40419
105,217,30701,32959,6336
106,31910,20919,36223,4419
107,2550,28008,33197,14925
108,2186,35480,10531,10156
109,6855,18920,21652,39815
110,17298,18296,21901,5019
111,37815,14807,30,16657
111,11295,33718,40438,27005
112,26951,18573,3745,13325
113,22083,28136,24538,6839
113,22083,28136,24538,4896
114,23787,16886,3638,19432
115,33085,21549,15674,28959
116,7904,32130,36,1698
117,38749,27923,10927,30624
118,9384,8911,24617,4052
119,2946,30573,35200,20667
120,21331,16749,9725,37385
121,16124,24919,7094,19513
122,8819,14227,34321,13951
123,19240,13856,25587,20728
123,19240,15632,8470,29568
124,24694,17376,28528,35940
125,35363,31524,2801,28863
126,39782,3483,39702,35960
127,21712,33815,30930,6999
129,33636,36790,22048,22798
130,8528,1523,14116,37814
131,21168,4239,32963,37282
132,11486,28646,24226,11778
133,31715,33606,19788,33220
134,26915,26888,26904,12575
135,4247,25762,1642,6369
136,22160,29017,8327,15478
137,29745,19061,26280,21751
138,37221,18927,33563,35091
139,1747,7920,22575,3685
140,12068,861,40390,23037
141,27804,32823,34206,5604
142,1278,3153,27032,35781
143,3207,39057,18576,23606
144,5090,38775,14218,28385
145,35919,31104,33084,24326
146,6697,2255,33865,38183
146,6697,2255,33865,26247
