dFbip4uo7CNu86y52Axc5g,-766.8767231204864,845.0533428288442,224.0,manhattan
_dlEF8O77LTsFm2G9m7EiA,-770.1668387537234,849.1718226312257,217.0,manhattan
thHNT6bNnDbhk-v_XGQFxA,-763.164902478336,841.3801829996377,230.0,manhattan
bD6KuUjg14nNhuRUa3v9kw,-769.6609062588809,850.8416676084568,122.0,manhattan
cy2OJnJJFLgScEARzdvLcA,-773.0352260305914,853.5129839886833,212.0,manhattan
O7F1cgzFe0XlOk_oogCV7g,-775.8180994613843,846.7222039709972,122.0,manhattan
yP-w0bVlzAiQWa1Xt6zdjw,-759.284429425581,838.1523165736979,234.0,manhattan
voRwxfZTi9_9KxZswVR9sA,-764.6845177397727,853.9591288724604,120.0,manhattan
Wcrr1r-IAljTX0OGsucqIQ,-777.3381462395978,863.197329436082,200.0,manhattan
et41kVVkQSmrjB83mZhxGw,-781.8066427107798,843.1593504791338,118.0,manhattan
Vvy-e1K2zH8NCBdCZorLAQ,-747.4744638419949,829.8045560179032,237.0,manhattan
ciNlGrGVUFwIEbK6FPgOLg,-755.7438508104094,859.3033822202793,119.0,manhattan
KjZCI6R7eT8GTM8Op_UxlA,-779.7853613938026,872.9931874947936,193.0,manhattan
JRquPKgarQERv-R66WtMQQ,-791.0003715306608,838.260316605912,118.0,manhattan
QStORAJhSx2ybJXOJhiEjA,-743.3409849706651,826.9106652473772,236.0,manhattan
LaiSEQqSd0Xhaww5PpaqQQ,-751.3578410685366,861.7528573072668,119.0,manhattan
QaHErPmQVsLmOevNBPPr_A,-781.5577601794809,882.6777964963916,190.0,manhattan
EHEmO2A2BxGx2hc0Dbrohw,-800.7844958050741,832.9159295340299,118.0,manhattan
D3chm3INktEdQmqvI0drfg,-739.123158614046,824.0167805885958,234.0,manhattan
jC2O0paGnKhSQqthG4V8yQ,-743.0075689012614,866.6517573863221,119.0,manhattan
eck5N6McDIhchNb6ygazeQ,-783.4150096438547,897.0378147741724,185.0,manhattan
tWwgg5bwEee8YEY2EJS8xQ,-805.5922139722165,830.3550598162618,118.0,manhattan
